catalog_year,source_file,main_category,main_category_english,subcategory_or_series,author,author_transcribed,title,title_english,pages_format,price,currency,notes
1895,IMG_1291.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Χ. Πουλίου,Ch. Poulios,Ἀλφαβητάριον νέον,New Alphabet Book,σελ. η΄— 64,1,γρ.,
1895,IMG_1291.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Β. Δ. Σ.,V. D. S.,Ἀλφαβητάριον καὶ Ἀναγνωσματάριον,Alphabet Book and Reader,σ. 92,1,γρ.,
1895,IMG_1291.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,,,"Ἀλφάβητον κινητόν, ἤτοι τὰ κεφαλαῖα καὶ μικρὰ γράμματα, τόνοι κτλ. ἐπὶ χαρτονίου","Movable Alphabet, i.e. capital and small letters, accents etc. on cardboard",ἐπὶ χαρτονίου,80,γρ.,
1895,IMG_1291.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ἰωακεὶμ Βαλαβάνης,Ioakeim Balavanis,"Ἀναγνωσματάριον ἐκ τοῦ Ἡροδότου, πρὸς χρῆσιν τῶν μαθητῶν καὶ μαθητριῶν τῆς Δ΄ τάξεως τῶν Δημοτικῶν Σχολείων","Reader from Herodotus, for use by male and female students of the 4th grade of Primary Schools","Ἔκδ. β΄, ἀμετάβλητος, σ. ιβ΄-224",5,γρ.,"Βραβευθὲν ὑπὸ τοῦ ἐν Κωνσταντινουπόλει Ἑλληνικοῦ Φιλολογικοῦ Συλλόγου ἐν τῷ Καραπανείῳ ἀγῶνι τοῦ 1894. Μετ' εἰκόνων, εἰσαγωγῆς καὶ ποικίλων σημειώσεων."
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Δ. Ἀ. Κορομηλᾶς,D. A. Koromilas,Ἀναγνωσματάριον,Greek Reader,σελ. 48,30,παρ.,Crossed out with blue line in original text
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Κ. Γ. Κουρτίδης, Γ. Κωνσταντινίδης","K. G. Kourtidis, G. Konstantinidis",Ἀναγνωσματάριον διὰ τὴν Α΄ τάξιν,Reader for First Grade,σελ. 59,1.20,γρ.,Crossed out with blue line in original text
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Γ. Κωνσταντινίδης,G. Konstantinidis,"Ἀναγνωσματάριον, ἐκ τῶν Πινάκων τῆς ἀναγνώσεως","Reader, from the Reading Tables",σελ. 64,20,παρ.,Crossed out with blue line in original text
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Χαρίσιος Παπαμάρκου, Φίλιππος Δ. Γεωργαντᾶς","Charisios Papamarkou, Philippos D. Georgantas","Ἀναγνωσματάριον Ἑλληνικόν, μετὰ εἰκόνων (Ἔτος Β΄, πρὸς χρῆσιν τῆς Β΄ τάξ. τοῦ Δημοτικοῦ, ἔκδ. β΄)","Greek Reader, with illustrations (Year 2, for 2nd Grade of Primary School, 2nd ed.)",σ. 136,3,γρ.,See note on page 1
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Χαρίσιος Παπαμάρκου, Φίλιππος Δ. Γεωργαντᾶς","Charisios Papamarkou, Philippos D. Georgantas","Ἀναγνωσματάριον Ἑλληνικόν, μετὰ εἰκόνων (Ἔτος Γ΄)","Greek Reader, with illustrations (Year 3)",σ. 179,4,γρ.,
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Χαρίσιος Παπαμάρκου, Φίλιππος Δ. Γεωργαντᾶς","Charisios Papamarkou, Philippos D. Georgantas","Ἀναγνωσματάριον Ἑλληνικόν, μετὰ εἰκόνων (Ἔτος Δ΄)","Greek Reader, with illustrations (Year 4)",σ. 232,5,γρ.,
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Χ. Πούλιος,Ch. Poulios,Ἀναγνωσματάριον,Reader,Ἕκαστον τεῦχος,1,γρ.,
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Ἀ. Ἀθανασιάδης, Ἰ. Ἀρβανιτάκης, Ἰ. Δημητριάδης","A. Athanasiadis, I. Arvanitakis, I. Dimitriadis",Ἀναγνωσμάτων Ἐκλογή,Selection of Readings,5 τεύχη (Ἔτη Α΄-Δ΄),1.20 - 5,γρ.,"Ἔτος Α΄ τεῦχ. α΄: 1 γρ. 20 παρ., τεῦχ. β΄: 1 γρ. 20 παρ., Ἔτος Β΄: 3 γρ. 20 παρ., Ἔτος Γ΄: 4 γρ., Ἔτος Δ΄: 5 γρ."
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Κ. Γ. Γεωργάλας, Ἰ. Πολύβιος","K. G. Georgalas, I. Polyvios",Ἀναγνωσμάτων σειρά,Series of Readings,6 τεύχη (Ἔτη Α΄-Ε΄),1.20 - 5,γρ.,"Ἔτος Α΄ τεῦχος α΄: 1 γρ. 20 παρ., τεῦχος β΄: 1 γρ. 20 παρ., Ἔτος Β΄: 4 γρ., Ἔτος Γ΄: 4 γρ. 20 παρ., Ἔτος Δ΄: 4 γρ. 20 παρ., Ἔτος Ε΄: 5 γρ."
1895,IMG_1292.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,"Γ. Ἰ. Κούζος, Ἰ. Ἀ. Ἰλλίδος","G. I. Kouzos, I. A. Illidos","Ἀναγνωστικόν, πρὸς χρῆσιν τῶν ἐν τοῖς Δημοτικοῖς καὶ Ἀστικοῖς Σχολείοις διδασκομένων ἀρρένων τε καὶ θηλέων","Reading Book, for use by boys and girls taught in Primary and Urban Schools",5 τεύχη (Ἔτη Α΄-Δ΄),1.50 - 5,γρ.,"Ἔτος σχολ. Α΄ τεῦχος α΄ (ἔκδ. ζ΄, σελ. ιβ΄-90): 1.50 γρ. | Ἔτος σχολ. Α΄ τεῦχος β΄ (ἔκδ. δ΄, σελ. 88): 1.50 γρ. | Ἔτος σχολ. Β΄ (ἔκδ. ς΄, σελ. 192): 4 γρ. | Ἔτος σχολ. Γ΄ (ἔκδ. ε΄, σελ. 212): 4.50 γρ. | Ἔτος σχολ. Δ΄ (ἔκδ. ε΄, σελ. 256): 5 γρ. Includes a lengthy promotional/descriptive note on bottom."
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Γεώργιος Ἰ. Κούζος,Georgios I. Kouzos,Ἀναγνωστικὸν πρὸς χρῆσιν τῆς Ε΄ καὶ ΣΤ΄ τάξεως τῶν Ἀστικῶν ἢ τῆς Α΄ καὶ Β΄ τῶν Ἑλληνικῶν Σχολείων ἑκατέρου τῶν φύλων (Ἔτος σχολικὸν Ε΄),Reader for Use in Grades 5 and 6 of Urban Schools or Grades 1 and 2 of Greek Schools for Both Genders (School Year 5),σελ. 223,5,γρ.,Ἐν τῷ Α΄ μέρει τοῦ Ε΄ ἔτους περιελήφθησαν διάφορα ἐκλεκτὰ τεμάχια καὶ ποιήματα τῆς καθωμιλημένης γλώσσης περὶ διαφόρων θεμάτων.
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Γεώργιος Ἰ. Κούζος,Georgios I. Kouzos,Ἀναγνωστικὸν πρὸς χρῆσιν τῆς Ε΄ καὶ ΣΤ΄ τάξεως τῶν Ἀστικῶν ἢ τῆς Α΄ καὶ Β΄ τῶν Ἑλληνικῶν Σχολείων ἑκατέρου τῶν φύλων (Ἔτος σχολικὸν ΣΤ΄),Reader for Use in Grades 5 and 6 of Urban Schools or Grades 1 and 2 of Greek Schools for Both Genders (School Year 6),σελ. ιβ΄ - 280,5,γρ.,Ἐν τῷ Α΄ μέρει τοῦ ΣΤ΄ σχολικοῦ ἔτους ὁ ἐλλόγιμος κ. Κούζος περιέλαβε... Ξενοφῶντα καὶ Ἰσοκράτην.
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Δημοσθένης Κ. Μισιτζῆς,Demosthenes K. Misitzis,"Ἀνθοδέσμη τῶν Παίδων, ἤτοι ποιήματα θρησκευτικά, ἠθικά, πραγματολογικὰ καὶ σκηνικά, πρὸς χρῆσιν τῶν Δημοτικῶν καὶ λοιπῶν Σχολείων ἀμφοτέρων τῶν φύλων","Garland of Children, i.e. Religious, Moral, Factual and Stage Poems, for Use in Primary and Other Schools for Both Genders",σελ. ιε΄ - 171,3,γρ.,Ἐν τῇ Ἀνθοδέσμῃ τοῦ κ. Μισιτζῆ ὑπάρχουσι ποιήματα κατάλληλα διὰ πᾶσαν ἐπίσημον ἑορτὴν τῆς ὀρθοδόξου Ἐκκλησίας...
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ἰάκωβος Βασιάδης,Iakobos Basiadis,"Ἀνθολόγιον τῶν Κορασίων πρὸς χρῆσιν τῶν Παρθεναγωγείων (Ἔτος σχολικὸν Α΄, τεῦχος α΄)","Anthology for Girls for Use in Girls' High Schools (School Year 1, Issue 1)","ἔκδ. β΄, σελ. 47",1,γρ.,Συνετάχθη ἐπίτηδες καὶ ἀποκλειστικῶς διὰ τὰ Παρθεναγωγεῖα.
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ἰάκωβος Βασιάδης,Iakobos Basiadis,"Ἀνθολόγιον τῶν Κορασίων πρὸς χρῆσιν τῶν Παρθεναγωγείων (Ἔτος σχολικὸν Α΄, τεῦχος β΄)","Anthology for Girls for Use in Girls' High Schools (School Year 1, Issue 2)","ἔκδ. β΄, σελ. 72",2,γρ.,Συνετάχθη ἐπίτηδες καὶ ἀποκλειστικῶς διὰ τὰ Παρθεναγωγεῖα.
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ἰάκωβος Βασιάδης,Iakobos Basiadis,Ἀνθολόγιον τῶν Κορασίων πρὸς χρῆσιν τῶν Παρθεναγωγείων (Ἔτος σχολικὸν Β΄),Anthology for Girls for Use in Girls' High Schools (School Year 2),"ἔκδ. β΄, σελ. 120",3,γρ.,Συνετάχθη ἐπίτηδες καὶ ἀποκλειστικῶς διὰ τὰ Παρθεναγωγεῖα.
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ἰάκωβος Βασιάδης,Iakobos Basiadis,Ἀνθολόγιον τῶν Κορασίων πρὸς χρῆσιν τῶν Παρθεναγωγείων (Ἔτος σχολικὸν Γ΄),Anthology for Girls for Use in Girls' High Schools (School Year 3),"ἔκδ. β΄, σελ. 152",4,γρ.,Συνετάχθη ἐπίτηδες καὶ ἀποκλειστικῶς διὰ τὰ Παρθεναγωγεῖα.
1895,IMG_1293.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ἰάκωβος Βασιάδης,Iakobos Basiadis,Ἀνθολόγιον τῶν Κορασίων πρὸς χρῆσιν τῶν Παρθεναγωγείων (Ἔτος σχολικὸν Δ΄),Anthology for Girls for Use in Girls' High Schools (School Year 4),"ἔκδ. β΄, σελ. 176",5,γρ.,Συνετάχθη ἐπίτηδες καὶ ἀποκλειστικῶς διὰ τὰ Παρθεναγωγεῖα.
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Βλ. Γ. Σκορδέλη,Vl. G. Skordelis,᾿Ανθρωπολογία καὶ ῾Υγιεινή,Anthropology and Hygiene,σ. 54,3,γρ.,
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Ν. Χορτάκη,N. Chortakis,᾿Ανθρωπολογία σύντομος,Brief Anthropology,σελ. 52,20,παρ.,
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Θ. Ν. ᾿Αποστολοπούλου,Th. N. Apostolopoulos,᾿Ανθρωπος,Man,σελ. 112,2,γρ.,
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Γ. Παπακωνσταντίνου,G. Papakonstantinou,"᾿Αριθμητική, εἰς πέντε τεύχη","Arithmetic, in five volumes",5 τεύχη,,,"μετὰ ἀσκήσεων καὶ παραδειγμάτων καὶ μεθ' ὁδηγιῶν. Τεῦχος Α', ἔκδ. β', γρ. 3. — Β', γρ. 2 παρ. 20. — Γ', γρ. 3. — Δ', γρ. 3. — Ε', γρ. 3, παρ. 20."
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Γ. Γεράκη,G. Gerakis,᾿Αριθμητικὴ πρακτική,Practical Arithmetic,"Τεῦχος β', σελ. 88",2.20,γρ.,"βραβευθεῖσα εἰς τὸν Καραπάνειον ἀγῶνα. Ἔκδοσις γνησία τῶν ᾿Αθηνῶν. * Τεῦχος β'. Αἱ 4 πράξεις ἐπὶ εὐρυτέρου κύκλου ἀριθμῶν καὶ ἐπὶ τῶν συμμιγῶν, σελ. 88, γρ. 2 παρ. 20."
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Χ. Γεωργιάδου,Ch. Georgiadou,᾿Αριθμητικὴ πρακτική,Practical Arithmetic,"Τεῦχος Β', ἔκδ. β', σελ. δ'—147",4,γρ.,
1895,IMG_1294.jpeg,"ΝΗΠΙΑΓΩΓΕΙΑ, ΔΗΜΟΤΙΚΑ ΣΧΟΛΕΙΑ, ΑΣΤΙΚΑΙ ΣΧΟΛΑΙ ΚΑΙ ΠΑΡΘΕΝΑΓΩΓΕΙΑ","Kindergartens, Primary Schools, Urban Schools and Girls' High Schools",,Π. Σ. Φωτιάδου,P. S. Photiadou,᾿Αριθμητικὴ πρακτικὴ Στοιχειωδεστάτη κατ' ἐρωταπόκρισιν,Elementary Practical Arithmetic by Question and Answer,"Τεῦχ. Α', σελ. ε'—79",2.50,γρ.,"Τὸ τεῦχος τοῦτο τοῦ διδασκάλου κ. Φωτιάδου, προωρισμένον διὰ τὰς κατωτάτας τάξεις τῶν Δημοτικῶν Σχολείων, ἐπεθεωρήθη ὑπὸ τοῦ καθηγητοῦ κ. ᾿Ανδρέου Σπαθάρη..."
