catalog_year,source_file,main_category,main_category_english,subcategory_or_series,author,author_transcribed,title,title_english,pages_format,price,currency,notes
1904,IMG_1363.jpeg,"Β' Γυμνάσια, Διδασκαλεῖα καὶ Παρθεναγωγεῖα","B' High Schools, Normal Schools and Girls' High Schools",Α' Θρησκεία,,,Α' Θρησκεία,A' Religion,Σελ. 26,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",ΙΒ' Οἰκιακὴ Οἰκονομία,,,ΙΒ' Οἰκιακὴ Οἰκονομία. Ἔργόχειρα (πρὸς χρῆσιν μόνον τῶν Παρθεναγωγείων),L' Home Economics. Needlework (for Girls' Schools only),Σελ. 25,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",ΙΑ' Μουσική,,,ΙΑ' Μουσική,K' Music,Σελ. 24,,,
1904,IMG_1363.jpeg,"Β' Γυμνάσια, Διδασκαλεῖα καὶ Παρθεναγωγεῖα","B' High Schools, Normal Schools and Girls' High Schools",Ϛ' Μαθηματικά,,,"Ϛ' Μαθηματικά (Θεωρητικὴ Ἀριθμητική, Ἄλγεβρα, Γεωμετρία, Τριγωνομετρία)","F' Mathematics (Theoretical Arithmetic, Algebra, Geometry, Trigonometry)",Σελ. 30,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Θ' Καλλιγραφία,,,Θ' Καλλιγραφία,I' Calligraphy,Σελ. 23,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Ι' Ἰχνογραφία,,,Ι' Ἰχνογραφία,J' Drawing / Sketching,Σελ. 24,,,
1904,IMG_1363.jpeg,ΠΙΝΑΞ ΤΩΝ ΠΕΡΙΕΧΟΜΕΝΩΝ,Table of Contents,,,,Ὅροι,Terms,Σελ. γ',,,
1904,IMG_1363.jpeg,ΠΙΝΑΞ ΤΩΝ ΠΕΡΙΕΧΟΜΕΝΩΝ,Table of Contents,,,,Παροράματα,Errata,Σελ. η',,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Β' Ἑλληνικὴ Γλῶσσα,,,"Β' Ἑλληνικὴ Γλῶσσα (Ἀλφαβητάρια, Ἀναγνωσματάρια, Ἐκλογαὶ ἀρχαίων συγγραφέων, Γραμματικαί, Κατάλογοι ἀνωμάλων Ῥημάτων, Ὀρθογραφικὰ καὶ Τεχνολογικά, Συντακτικά, Συνθέσεις, Πραγματογνωσίαι, Ἀπαγγελία)","B' Greek Language (Primers, Readers, Ancient Author Selections, Grammars, Irregular Verb Lists, Orthography & Parsing, Syntax, Compositions, General Knowledge, Recitation)",Σελ. 4-13,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Γ' Ἱστορία,,,"Γ' Ἱστορία (Ἱστορίαι Ἀνατολικῶν Ἐθνῶν, Ἑλληνικαὶ Ἱστορίαι, Ἱστορίαι Ῥωμαϊκαί, Ἱστορίαι Βυζαντιναί, Ἱστορίαι Ὀθωμανικαί)","C' History (Eastern Nations History, Greek History, Roman History, Byzantine History, Ottoman History)",Σελ. 14-15,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Α' Θρησκεία,,,"Α' Θρησκεία (Συλλογαὶ Τροπαρίων, Προσευχαί, Ἱεραὶ Ἱστορίαι, Κατηχήσεις, Λειτουργικαί, Ἐκκλησιαστικαὶ Ἱστορίαι, Γεωγραφίαι τῆς Ἁγίας Γῆς, Εἰσαγωγαὶ εἰς τὴν Ἁγ. Γραφήν, Χριστιανικαὶ Διδασκαλίαι, Χριστιανικαὶ καὶ Ἠθικαί, Ἑρμηνεῖαι Εὐαγγελίων)","A' Religion (Collections of Hymns, Prayers, Sacred Histories, Catechisms, Liturgical Texts, Church Histories, Geographies of the Holy Land, Introductions to Holy Scripture, Christian Teachings, Christian & Moral Texts, Gospel Interpretations)",Σελ. 1-4,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Δ' Μυθολογία,,,Δ' Μυθολογία,D' Mythology,Σελ. 16,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Ε' Μαθηματικά,,,"Ε' Μαθηματικά (Ἀριθμητικαί, Προβληματολογία, Γεωμετρία, Διπλογραφία)","E' Mathematics (Arithmetic, Problem Books, Geometry, Bookkeeping)",Σελ. 16-19,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Ϛ' Φυσιογνωσία,,,"Ϛ' Φυσιογνωσία (Φυσικὴ Ἱστορία, Ἀνθρωπολογία, Φυσικὴ Πειραματική, Χημεία)","F' Natural History / Science (Natural History, Anthropology, Experimental Physics, Chemistry)",Σελ. 19-21,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Ζ' Γεωγραφία,,,Ζ' Γεωγραφία,G' Geography,Σελ. 21,,,
1904,IMG_1363.jpeg,"Α' Ἀστικαὶ Σχολαί. Νηπιαγωγεῖα, Δημοτικὰ Σχολεῖα, Ἑλληνικὰ Σχολεῖα καὶ Παρθεναγωγεῖα","A' Primary & Secondary Schools (Kindergartens, Elementary Schools, Hellenic Schools, Girls' Schools)",Η' Κοσμογραφία,,,Η' Κοσμογραφία,H' Cosmography,Σελ. 23,,,
1904,IMG_1364.jpeg,ΚΗ' Διάφορα,XXVIII. Miscellaneous,,,,ΚΗ' Διάφορα,XXVIII. Miscellaneous,178,,,
1904,IMG_1364.jpeg,ΚΓ' Ποιήματα,XXIII. Poetry,,,,ΚΓ' Ποιήματα,XXIII. Poetry,151,,,
1904,IMG_1364.jpeg,ΚΔ' Θέατρον,XXIV. Theatre,,,,ΚΔ' Θέατρον,XXIV. Theatre,154,,,"Includes: Α' Δράματα καὶ Τραγῳδίαι (154), Β' Κωμῳδίαι (158)"
1904,IMG_1364.jpeg,ΚΕ' Θεατρικὴ Βιβλιοθήκη,XXV. Theatrical Library,,,,ΚΕ' Θεατρικὴ Βιβλιοθήκη,XXV. Theatrical Library,162,,,"Includes Constantinople edition G. L. Xanthopoulos (162), Athens edition G. D. Fexis (163)"
1904,IMG_1364.jpeg,ΚΖ' Μυθιστορήματα καὶ Διηγήματα,XXVII. Novels and Short Stories,,,,ΚΖ' Μυθιστορήματα καὶ Διηγήματα,XXVII. Novels and Short Stories,166,,,
1904,IMG_1364.jpeg,"ΚΒ' Γεωργικά, Βιομηχανικά, Τεχνικά","XXII. Agricultural, Industrial, Technical",,,,"ΚΒ' Γεωργικά, Βιομηχανικά, Τεχνικά","XXII. Agricultural, Industrial, Technical",147,,,
1904,IMG_1364.jpeg,ΚΘ' Βιβλία τοῦ Λαοῦ,XXIX. Popular Books,,,,ΚΘ' Βιβλία τοῦ Λαοῦ,XXIX. Popular Books,181,,,"Includes: Α' Θρησκευτικά (181), Β' Διάφορα (184)"
1904,IMG_1364.jpeg,ΛΕ' Ἔντυπα,XXXV. Printed Forms / Documents,,,,ΛΕ' Ἔντυπα,XXXV. Printed Forms / Documents,195,,,
1904,IMG_1364.jpeg,ΛΑ' Ἔκδοσις Συλλόγου πρὸς διάδοσιν ὠφελίμων βιβλίων,XXXI. Edition of the Society for the Dissemination of Useful Books,,,,ΛΑ' Ἔκδοσις Συλλόγου πρὸς διάδοσιν ὠφελίμων βιβλίων,XXXI. Edition of the Society for the Dissemination of Useful Books,189,,,
1904,IMG_1364.jpeg,ΛΒ' Περιοδικὰ καὶ Ἡμερολόγια,XXXII. Periodicals and Calendars / Almanacs,,,,ΛΒ' Περιοδικὰ καὶ Ἡμερολόγια,XXXII. Periodicals and Calendars / Almanacs,191,,,
1904,IMG_1364.jpeg,ΛΓ' Βιβλία τουρκόφωνα δι' ἑλληνικῶν χαρακτήρων,XXXIII. Turkish-language books in Greek characters (Karamanlidika),,,,ΛΓ' Βιβλία τουρκόφωνα δι' ἑλληνικῶν χαρακτήρων,XXXIII. Turkish-language books in Greek characters (Karamanlidika),193,,,
1904,IMG_1364.jpeg,"ΛΔ' Λευκώματα, Φωτογραφίαι","XXXIV. Albums, Photographs",,,,"ΛΔ' Λευκώματα, Φωτογραφίαι","XXXIV. Albums, Photographs",194,,,
1904,IMG_1364.jpeg,Ἡμεροδείκται,Date indicators / Calendars,,,,Ἡμεροδείκται,Date indicators / Calendars,196,,,
1904,IMG_1364.jpeg,ΚΑ' Ναυτικά,XXI. Nautical / Maritime,,,,ΚΑ' Ναυτικά,XXI. Nautical / Maritime,145,,,
1904,IMG_1364.jpeg,Λ' Βιβλιοθήκη Μαρασλῆ,XXX. Maraslis Library,,,,Λ' Βιβλιοθήκη Μαρασλῆ,XXX. Maraslis Library,186,,,
1904,IMG_1364.jpeg,Κ' Ἐμπορικά,XX. Commercial,,,,Κ' Ἐμπορικά,XX. Commercial,142,,,
1904,IMG_1364.jpeg,ΙΔ' Φιλολογικά,XIV. Philological,,,,ΙΔ' Φιλολογικά,XIV. Philological,114,,,
1904,IMG_1364.jpeg,ΙΗ' Ἰατρικά,XVIII. Medical,,,,ΙΗ' Ἰατρικά,XVIII. Medical,129,,,
1904,IMG_1364.jpeg,ΙΘ' Νομικὰ καὶ Πολιτικά,XIX. Legal and Political,,,,ΙΘ' Νομικὰ καὶ Πολιτικά,XIX. Legal and Political,136,,,
1904,IMG_1364.jpeg,Γ' Παιδαγωγικά,III. Pedagogics,,,,Γ' Παιδαγωγικά,III. Pedagogics,33,,,"Includes: Α' Οδηγητικά νηπιαγωγείων (33), Β' Παιδαγωγικά (33)"
1904,IMG_1364.jpeg,Δ' Διδακτικὰ καὶ Σχολικὰ Ὅργανα,IV. Teaching Materials and School Instruments,,,,Δ' Διδακτικὰ καὶ Σχολικὰ Ὅργανα,IV. Teaching Materials and School Instruments,37,,,"Includes: Α' Ὑλικὸν νηπιαγωγείων (37), Β' Πίνακες καὶ Εἰκόνες χρωματιστοί (37), Γ' Ἄτλαντες Γεωγραφικοί (38), Δ' Χάρται Γεωγραφικοί (38), Ε' Διάφορα Σχολικὰ Ὅργανα (40)"
1904,IMG_1364.jpeg,Ε' Κλασικοὶ Ἕλληνες καὶ Λατῖνοι (κείμενα),V. Classical Greek and Latin Writers (Texts),,,,Ε' Κλασικοὶ Ἕλληνες καὶ Λατῖνοι (κείμενα),V. Classical Greek and Latin Writers (Texts),41,,,"Includes sub-sections for Greek and Latin texts (Teubner, Tauchnitz, Koropiotos, Maar, etc.)"
1904,IMG_1364.jpeg,"Ϛ' Κλασικοὶ Ἕλληνες καὶ Λατῖνοι Συγγραφεῖς (Σχόλια, Ἑρμηνεῖαι, Παραφράσεις καὶ Μεταφράσεις)","VI. Classical Greek and Latin Authors (Commentaries, Interpretations, Paraphrases and Translations)",,,,"Ϛ' Κλασικοὶ Ἕλληνες καὶ Λατῖνοι Συγγραφεῖς (Σχόλια, Ἑρμηνεῖαι, Παραφράσεις καὶ Μεταφράσεις)","VI. Classical Greek and Latin Authors (Commentaries, Interpretations, Paraphrases and Translations)",48,,,"Includes Greek and Latin commentaries, Hachette editions, Boissonade, etc."
1904,IMG_1364.jpeg,Η' Λεξικά. Dictionnaires,VIII. Dictionaries,,,,Η' Λεξικά. Dictionnaires,VIII. Dictionaries,80,,,"English, French, German, Greek, Italian, Latin, Russian, Turkish, Various"
1904,IMG_1364.jpeg,Θ' Δῶρα καὶ Βραβεῖα εἰς παιδία καὶ ἐφήβους,IX. Gifts and Prizes for Children and Youths,,,,Θ' Δῶρα καὶ Βραβεῖα εἰς παιδία καὶ ἐφήβους,IX. Gifts and Prizes for Children and Youths,87,,,
1904,IMG_1364.jpeg,Ζ' Ξέναι Γλῶσσαι,VII. Foreign Languages,,,,Ζ' Ξέναι Γλῶσσαι,VII. Foreign Languages,60,,,"English, French, German, Spanish, Italian, Latin, Russian, Turkish"
1904,IMG_1364.jpeg,ΙΑ' Μουσικά,XI. Music,,,,ΙΑ' Μουσικά,XI. Music,96,,,Church music and Songbooks
1904,IMG_1364.jpeg,ΙΒ' Θεολογικὰ καὶ Θρησκευτικά,XII. Theological and Religious,,,,ΙΒ' Θεολογικὰ καὶ Θρησκευτικά,XII. Theological and Religious,101,,,
1904,IMG_1364.jpeg,ΙΓ' Φιλοσοφικά,XIII. Philosophical,,,,ΙΓ' Φιλοσοφικά,XIII. Philosophical,112,,,
1904,IMG_1364.jpeg,"ΙΕ' Ἱστορικά, Μυθολογικά, Ἀρχαιολογικά","XV. Historical, Mythological, Archaeological",,,,"ΙΕ' Ἱστορικά, Μυθολογικά, Ἀρχαιολογικά","XV. Historical, Mythological, Archaeological",118,,,
1904,IMG_1364.jpeg,"ΙϚ' Μαθηματικά, Φυσιογνωστικά","XVI. Mathematical, Natural Sciences",,,,"ΙϚ' Μαθηματικά, Φυσιογνωστικά","XVI. Mathematical, Natural Sciences",125,,,
1904,IMG_1364.jpeg,"ΙΖ' Γεωγραφικά, Ἀστρονομικά","XVII. Geographical, Astronomical",,,,"ΙΖ' Γεωγραφικά, Ἀστρονομικά","XVII. Geographical, Astronomical",127,,,
1904,IMG_1364.jpeg,Ι' Ἐκκλησιαστικά,X. Ecclesiastical,,,,Ι' Ἐκκλησιαστικά,X. Ecclesiastical,92,,,"Constantinople, Venice, and Greece editions"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Συνεδρίου Π. Σ. Διέποντες,Governing Board of P. S. Congress,20,7.—,,"Σελ. 153, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Boileau,Boileau,Art Poétique annoté par Brunetière,Art Poétique annotated by Brunetière,6,3.—,,"Σελ. 63, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Larousse & Deberle,Larousse & Deberle,Les Jeudis de l'instituteur,Les Jeudis de l'instituteur,8,1.20,,"Σελ. 68, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Louis E.,Louis E.,Histoire Elémentaire de la Littérature Française,Elementary History of French Literature,,10.—,,"Σελ. 69, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Τετραευάγγελον Μέγα,Great Four Gospels,,5.—,,"Σελ. 94, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Κλεόνου,Kleon,τὰ Σωζόμενα τοῦ ἐν Ἁγ. ἡμῶν Κυρίλλου,Extant Works of Our Saint Cyril,13,18.—,,"Σελ. 105, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Ἔχει τὸ χέρι ὀλίγο,Has a Little Hand,2,40.—,,"Σελ. 159, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Δελτίον τῆς Βιομηχανῆς καὶ Ἐμπορικῆς Ἀκαδημίας,Bulletin of the Industrial and Commercial Academy,5,10.—,,"Σελ. 191, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Ἱστορία τῆς Σιβύλλης,History of the Sybil,2,3.—,,"Σελ. 170, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Γαβριήλλ,Gabriell,Κλεοπάτρα,Cleopatra,,10.—,,"Σελ. 171, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Μυστήρια τοῦ γάμου ἀντὶ Μυστηρία τῶν μάγων,Mysteries of Marriage instead of Mysteries of the Magi,,5.—,,"Σελ. 173, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Περιπέτεια μιᾶς νεάνιδος,Adventure of a Young Woman,10,15.—,,"Σελ. 174, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Πινκούλλος Ἀλλίγαγας,Pinkoullos Alligagas,12,16.—,,"Σελ. 175, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Στηναὶ τῆς Ἐρήμου,Narrow Passages of the Desert,12,18.—,,"Σελ. 191, Στήλη α΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Βιογλίδου Αἰνείας,Vioglidis Aineias,"βιβλίον Β΄, σχόλια Φ. Ζ. Δημαράτου","Book B, commentary by F. Z. Dimaratos",6,3.20,,"Σελ. 56, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,,,Ἀνευὰ τοῦ Σιδηροῦ Προσωπείου,Anneuar of the Iron Mask,9,2.—,,"Σελ. 166, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Βιογλίδου Αἰνείας,Vioglidis Aineias,"βιβλίον Α΄, σχόλια Φ. Ζ. Δημαράτου","Book A, commentary by F. Z. Dimaratos",6,16.—,,"Σελ. 56, Στήλη α΄"
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,Β΄ ΙΕΡΑΙ ΙΣΤΟΡΙΑΙ,ΑΡΑΠΗ ΑΠ. Σ.,Arapis Ap. S.,"Ἱερὰ Ἱστορία, εἰς τρία τεύχη, μετὰ ῥητῶν, τροπαρίων, προσευχῶν, ἑρμηνευτικῶν σημειώσεων καὶ ἐκλεκτῶν εἰκόνων — Τεῦχ. Β΄ (διὰ τὴν Δ΄ τάξιν)","Sacred History, in three volumes, with sayings, troparia, prayers, explanatory notes and fine images — Vol. B (for 4th grade)",σ. 144,3.20,,
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Ἀράπη Σ. Α.,Arapis S. A.,Εἰκόνες Πραγματογνωσίας,Object Lesson Pictures,165,7.20,,"Σελ. 37, Στήλη β΄"
1904,IMG_1365.jpeg,ΠΑΡΟΡΑΜΑΤΑ,Errata,,Νεγρεπόντη,Negrepontis,Χάρτης Ὠκεανίας εἰς φύλλα,Map of Oceania in sheets,240,,,"Σελ. 39, Στήλη β΄"
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,"Α΄ ΣΥΛΛΟΓΑΙ ΤΡΟΠΑΡΙΩΝ, ΠΡΟΣΕΥΧΑΙ",ΔΕΠΑΣΤΑ Τ. Α.,Depastas T. A.,Ἐκλογὴ Τροπαρίων καὶ ποιημάτων,Selection of Hymns and Poems,σελ. 96,2.—,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,"Α΄ ΣΥΛΛΟΓΑΙ ΤΡΟΠΑΡΙΩΝ, ΠΡΟΣΕΥΧΑΙ",ΚΟΚΚΩΝΗ Ι. Π.,Kokkonis I. P.,Προσευχαί,Prayers,σελ. 14,0.10,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,"Α΄ ΣΥΛΛΟΓΑΙ ΤΡΟΠΑΡΙΩΝ, ΠΡΟΣΕΥΧΑΙ",ΜΕΛΑ ΛΕΟΝΤΟΣ,Melas Leondos,Χριστιανικαὶ Δόξεις μετ' ᾀσμάτων πρὸς οἰκοδομὴν τῶν Ἑλλήνων παίδων,Christian Beliefs with songs for the edification of Greek children,σελίδες 63 +,1.20,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,"Α΄ ΣΥΛΛΟΓΑΙ ΤΡΟΠΑΡΙΩΝ, ΠΡΟΣΕΥΧΑΙ",ΜΕΣΟΛΩΡΑ Ι. Ε.,Mesoloras I. E.,"Συλλογὴ καὶ Ἑρμηνεία τῶν Προσευχῶν, Ῥητῶν, Προσταριῶν καὶ τῶν ἐκκλησιαστικῶν Ἀσμάτων","Collection and Interpretation of Prayers, Sayings, Troparia and Ecclesiastical Chants",σ. 80 +,2.—,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,Β΄ ΙΕΡΑΙ ΙΣΤΟΡΙΑΙ,ΑΡΑΠΗ ΑΠ. Σ.,Arapis Ap. S.,"Ἱερὰ Ἱστορία, εἰς τρία τεύχη, μετὰ ῥητῶν, τροπαρίων, προσευχῶν, ἑρμηνευτικῶν σημειώσεων καὶ ἐκλεκτῶν εἰκόνων — Τεῦχ. Α΄ (δι' Α΄, Β΄ καὶ Γ΄ τάξ.)","Sacred History, in three volumes, with sayings, troparia, prayers, explanatory notes and fine images — Vol. A (for 1st, 2nd and 3rd grade)",σ. 128,2.20,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,Β΄ ΙΕΡΑΙ ΙΣΤΟΡΙΑΙ,ΑΡΑΠΗ ΑΠ. Σ.,Arapis Ap. S.,"Ἱερὰ Ἱστορία, εἰς τρία τεύχη, μετὰ ῥητῶν, τροπαρίων, προσευχῶν, ἑρμηνευτικῶν σημειώσεων καὶ ἐκλεκτῶν εἰκόνων — Τεῦχ. Γ΄ (διὰ τὴν Ε΄ τάξιν)","Sacred History, in three volumes, with sayings, troparia, prayers, explanatory notes and fine images — Vol. C (for 5th grade)",σ. 138,4.20,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,"Α΄ ΣΥΛΛΟΓΑΙ ΤΡΟΠΑΡΙΩΝ, ΠΡΟΣΕΥΧΑΙ",,,"Προσευχηντάριον, ἐγκρίσει τῆς ἐν τοῖς Πατριαρχείοις Κεντρικῆς Ἐκκλησιαστικῆς Ἐπιτροπῆς","Prayer Book, approved by the Central Ecclesiastical Committee at the Patriarchate","ἔκδ. η΄, σελ. 32×",1.—,,
1904,IMG_1365.jpeg,ΘΡΗΣΚΕΙΑ,Religion,Β΄ ΙΕΡΑΙ ΙΣΤΟΡΙΑΙ,ΒΕΡΝΑΡΔΑΚΗ Δ. Ν.,Bernardakis D. N.,Ἱστορία Ἱερὰ μεγάλη,"Sacred History, complete","8ον, σελίδες 232",4.—,,
